TCODE,TIMESTAMP,TXID,FREQ,BW,AMP,DEVCNT,X,Y,Z,TLW
369,2015-07-31T16:43:03,41824285,500012960,4880,-90.65,1,-73.90,62.15,8.00,8.2
369,2015-07-31T16:43:03,49508310,503847936,12645,-96.92,4,-68.74,71.53,8.00,1.9
369,2015-07-31T16:43:03,108048,528430304,13117,-104,3,-87.91,69.80,8.00,0.1
369,2015-07-31T16:43:03,66502754,539807232,4880,-62.47,1,-73.90,62.15,8.00,0.4
369,2015-07-31T16:43:03,6590935,539870656,9761,-95.15,2,-83.53,36.90,8.00,5.2
369,2015-07-31T16:43:03,30136159,539935360,14642,-71.77,2,-80.97,43.61,8.00,0.7
369,2015-07-31T16:43:03,26366415,539999168,13015,-91.43,2,-75.21,58.71,8.00,5.9
369,2015-07-31T16:43:03,64847492,540062464,14642,-55.66,2,-80.77,44.14,8.00,4.4
369,2015-07-31T16:43:03,63382935,540127424,11714,-75.8,2,-84.21,35.12,8.00,8.4
369,2015-07-31T16:43:03,54718731,540187904,4880,-104.74,1,-73.90,62.15,8.00,4.5
369,2015-07-31T16:43:03,41153804,552997120,12364,-70.43,1,-67.10,61.64,8.00,9.3
369,2015-07-31T16:43:03,55399046,574996992,4880,-54.25,1,-73.90,62.15,8.00,10
369,2015-07-31T16:43:03,58366981,577581312,16638,-63.51,4,-79.46,74.28,8.00,2.8
369,2015-07-31T16:43:03,27354086,577580672,9317,-104.12,3,-62.63,65.21,8.00,0
369,2015-07-31T16:43:03,4478321,586251904,4880,-88.12,1,-73.90,62.15,8.00,6
369,2015-07-31T16:43:03,19973506,589866048,9761,-60.44,1,-102.89,95.06,8.00,5.2
369,2015-07-31T16:43:03,57986540,589863616,4880,-96.22,1,-93.00,80.56,8.00,1.6
369,2015-07-31T16:43:03,22376609,596320768,4880,-78.68,1,-95.31,6.00,8.00,4.9
369,2015-07-31T16:43:03,56020733,599995904,4880,-55.15,1,-73.90,62.15,8.00,4.4
370,2015-07-31T16:43:05,4111211,500011008,18546,-85.2,1,-73.90,62.15,8.00,7.4
370,2015-07-31T16:43:05,10566841,500009536,9761,-101.44,1,-73.90,62.15,8.00,9.4
370,2015-07-31T16:43:05,41824285,500012960,4880,-43.77,1,-73.90,62.15,8.00,0.8
370,2015-07-31T16:43:05,49508310,503847744,13666,-103.11,3,-72.70,75.58,8.00,5.2
370,2015-07-31T16:43:05,108048,528430304,13015,-102.33,3,-87.26,67.49,8.00,4.7
370,2015-07-31T16:43:05,66502754,539807232,4880,-81.74,1,-73.90,62.15,8.00,9.1
370,2015-07-31T16:43:05,6590935,539870656,9761,-77.35,2,-83.26,37.60,8.00,4.7
370,2015-07-31T16:43:05,30136159,539935360,14642,-52.38,2,-81.04,43.42,8.00,2.2
370,2015-07-31T16:43:05,26366415,539999168,11388,-81.87,1,-75.21,58.71,8.00,5.5
370,2015-07-31T16:43:05,64847492,540062464,14642,-98.24,2,-80.96,43.64,8.00,0.2
370,2015-07-31T16:43:05,63382935,540127168,10737,-74.88,2,-83.84,36.07,8.00,0.6
370,2015-07-31T16:43:05,54718731,540188864,4880,-96.39,1,-78.18,50.92,8.00,0.9
370,2015-07-31T16:43:05,41153804,552997824,13358,-41.49,5,-66.74,64.68,8.00,9.9
370,2015-07-31T16:43:05,55399046,574996992,4880,-86.86,1,-73.90,62.15,8.00,8.9
370,2015-07-31T16:43:05,58366981,577581248,15529,-95.25,5,-77.38,72.19,8.00,0.4
370,2015-07-31T16:43:05,27354086,577580672,9317,-79.13,3,-62.63,65.21,8.00,2.9
370,2015-07-31T16:43:05,4478321,586251904,4880,-103.45,1,-73.90,62.15,8.00,1.9
370,2015-07-31T16:43:05,19973506,589866048,9761,-97.71,1,-102.89,95.06,8.00,6.3
370,2015-07-31T16:43:05,57986540,589863616,4880,-80.78,1,-93.00,80.56,8.00,7.2
370,2015-07-31T16:43:05,22376609,596320768,4880,-72.24,1,-95.31,6.00,8.00,9.7
370,2015-07-31T16:43:05,56020733,599995904,4880,-99.61,1,-73.90,62.15,8.00,1.4
371,2015-07-31T16:43:05,4111211,500011008,16594,-33.86,1,-73.90,62.15,8.00,8.9
371,2015-07-31T16:43:05,10566841,500009536,9761,-60.23,1,-73.90,62.15,8.00,8
371,2015-07-31T16:43:05,41824285,500012960,4880,-95.29,1,-73.90,62.15,8.00,3.4
371,2015-07-31T16:43:05,49508310,503847552,13614,-88.75,4,-71.76,77.16,8.00,4.4
371,2015-07-31T16:43:05,108048,528430144,13015,-103.76,4,-86.84,66.57,8.00,4.7
371,2015-07-31T16:43:05,66502754,539807232,4880,-74.96,1,-73.90,62.15,8.00,3.9
371,2015-07-31T16:43:05,6590935,539870656,9761,-101.59,2,-83.65,36.59,8.00,5.6
371,2015-07-31T16:43:05,30136159,539935360,14642,-73.7,2,-80.92,43.74,8.00,3.8
371,2015-07-31T16:43:05,26366415,539999296,12550,-99.64,2,-76.31,55.83,8.00,2.3
371,2015-07-31T16:43:05,64847492,540062464,14642,-100.05,2,-80.98,43.59,8.00,3.6
371,2015-07-31T16:43:05,63382935,540127424,11714,-55.46,2,-84.46,34.46,8.00,0.1
371,2015-07-31T16:43:05,54718731,540188864,4880,-86.12,1,-78.18,50.92,8.00,1.8
371,2015-07-31T16:43:05,41153804,552997696,13358,-62.5,5,-64.17,63.65,8.00,7
371,2015-07-31T16:43:05,55399046,574996992,4880,-85.83,1,-73.90,62.15,8.00,6.3
371,2015-07-31T16:43:05,58366981,577581312,16416,-74,4,-77.03,71.89,8.00,0
371,2015-07-31T16:43:05,27354086,577580672,9317,-84.86,3,-62.63,65.21,8.00,2.8
371,2015-07-31T16:43:05,4478321,586251904,4880,-67.97,1,-73.90,62.15,8.00,4.7
371,2015-07-31T16:43:05,19973506,589866048,9761,-88.78,1,-102.89,95.06,8.00,3.9
371,2015-07-31T16:43:05,57986540,589863616,4880,-100.82,1,-93.00,80.56,8.00,4
371,2015-07-31T16:43:05,22376609,596320768,4880,-96.61,1,-95.31,6.00,8.00,5.1
371,2015-07-31T16:43:05,56020733,599995904,4880,-62.02,1,-73.90,62.15,8.00,2.8
372,2015-07-31T16:43:05,4111211,500011008,18546,-76.68,1,-73.90,62.15,8.00,5
372,2015-07-31T16:43:05,10566841,500009536,9761,-61.94,1,-73.90,62.15,8.00,3.6
372,2015-07-31T16:43:05,41824285,500012960,4880,-78.32,1,-73.90,62.15,8.00,0.8
372,2015-07-31T16:43:05,49508310,503847744,12446,-58.94,5,-68.71,69.96,8.00,2
372,2015-07-31T16:43:05,108048,528429952,13945,-80.97,2,-89.54,69.60,8.00,1.3
372,2015-07-31T16:43:05,66502754,539807232,4880,-87.09,1,-73.90,62.15,8.00,6.8
372,2015-07-31T16:43:05,6590935,539870656,9761,-74.16,2,-83.65,36.59,8.00,5.4
372,2015-07-31T16:43:05,30136159,539935360,14642,-56.3,2,-81.15,43.13,8.00,2.9
372,2015-07-31T16:43:05,26366415,539998976,13247,-57.76,1,-76.31,55.83,8.00,4.6
372,2015-07-31T16:43:05,64847492,540062464,14642,-92.51,2,-81.17,43.09,8.00,3.9
372,2015-07-31T16:43:05,63382935,540127424,11714,-80.3,2,-84.34,34.76,8.00,0.5
372,2015-07-31T16:43:05,54718731,540188864,4880,-83.04,1,-78.18,50.92,8.00,6
372,2015-07-31T16:43:05,41153804,552997440,12364,-72.03,1,-64.71,68.38,8.00,5.4
372,2015-07-31T16:43:05,55399046,574996992,4880,-97.7,1,-73.90,62.15,8.00,9
372,2015-07-31T16:43:05,58366981,577581312,16501,-72.01,4,-79.19,75.10,8.00,6.4
372,2015-07-31T16:43:05,27354086,577580672,9317,-63.71,3,-62.63,65.21,8.00,8.9
372,2015-07-31T16:43:05,4478321,586251904,4880,-90.2,1,-73.90,62.15,8.00,8.5
372,2015-07-31T16:43:05,19973506,589866048,9761,-66.41,1,-102.89,95.06,8.00,9.8
372,2015-07-31T16:43:05,57986540,589863616,4880,-97.54,1,-93.00,80.56,8.00,9.1
372,2015-07-31T16:43:05,22376609,596320768,4880,-30.46,1,-95.31,6.00,8.00,6.4
372,2015-07-31T16:43:05,56020733,599995904,4880,-82.77,1,-73.90,62.15,8.00,3.8
373,2015-07-31T16:43:05,4111211,500011008,18546,-73.06,1,-73.90,62.15,8.00,7.2
373,2015-07-31T16:43:05,10566841,500009536,9761,-87.65,1,-73.90,62.15,8.00,7.1
373,2015-07-31T16:43:05,41824285,500012960,4880,-83.82,1,-73.90,62.15,8.00,5.5
373,2015-07-31T16:43:05,49508310,503847776,12550,-65.15,5,-67.89,68.43,8.00,4.9
373,2015-07-31T16:43:05,108048,528429984,14642,-35.15,4,-90.97,71.69,8.00,1
373,2015-07-31T16:43:05,66502754,539807232,4880,-96.57,1,-73.90,62.15,8.00,6.4
373,2015-07-31T16:43:05,6590935,539870656,9761,-79.3,2,-83.65,36.59,8.00,4.1
373,2015-07-31T16:43:05,30136159,539935360,14642,-88.81,2,-81.42,42.43,8.00,3
373,2015-07-31T16:43:05,26366415,539999296,12550,-36.52,1,-76.31,55.83,8.00,2.6
373,2015-07-31T16:43:05,64847492,540062464,14642,-81.29,2,-81.22,42.96,8.00,4
373,2015-07-31T16:43:05,63382935,540127616,11714,-48.43,2,-83.81,36.15,8.00,4.7
373,2015-07-31T16:43:05,54718731,540188864,4880,-69.62,1,-78.18,50.92,8.00,4.7
373,2015-07-31T16:43:05,41153804,552997120,12364,-79.26,5,-63.47,64.09,8.00,4.9
373,2015-07-31T16:43:05,55399046,574996992,4880,-68.62,1,-73.90,62.15,8.00,3.4
373,2015-07-31T16:43:05,58366981,577581632,16417,-74.02,5,-77.44,70.24,8.00,4.1
373,2015-07-31T16:43:05,27354086,577580672,9317,-58.22,3,-62.63,65.21,8.00,8.9
373,2015-07-31T16:43:05,4478321,586251904,4880,-66.65,1,-73.90,62.15,8.00,1.5
373,2015-07-31T16:43:05,19973506,589866048,9761,-75.92,1,-102.89,95.06,8.00,7.1
373,2015-07-31T16:43:05,57986540,589863616,4880,-61.61,1,-93.00,80.56,8.00,6.6
373,2015-07-31T16:43:05,22376609,596320768,4880,-94.41,1,-95.31,6.00,8.00,6.1
373,2015-07-31T16:43:05,56020733,599995904,4880,-32.37,1,-73.90,62.15,8.00,1
374,2015-07-31T16:43:05,4111211,500011008,18546,-82.77,1,-73.90,62.15,8.00,2.7
374,2015-07-31T16:43:05,10566841,500009536,9761,-57.8,1,-73.90,62.15,8.00,7.2
374,2015-07-31T16:43:05,41824285,500012960,4880,-101.95,1,-73.90,62.15,8.00,6
374,2015-07-31T16:43:05,49508310,503847936,13533,-55.98,5,-70.40,72.93,8.00,5.3
374,2015-07-31T16:43:05,108048,528430016,14642,-33.46,4,-88.36,68.11,8.00,5.2
374,2015-07-31T16:43:05,66502754,539807232,4880,-61.51,1,-73.90,62.15,8.00,4.5
374,2015-07-31T16:43:05,6590935,539870656,9761,-86.34,2,-83.22,37.71,8.00,5.6
374,2015-07-31T16:43:05,30136159,539935360,14642,-82.29,2,-81.66,41.79,8.00,3.9
374,2015-07-31T16:43:05,26366415,539999168,11388,-91.05,1,-75.40,58.21,8.00,5.6
374,2015-07-31T16:43:05,64847492,540062208,14642,-83.83,2,-81.40,42.49,8.00,6.6
374,2015-07-31T16:43:05,63382935,540127616,10737,-79.92,2,-82.91,38.53,8.00,7.6
374,2015-07-31T16:43:05,54718731,540188864,4880,-84.21,1,-78.18,50.92,8.00,5.4
374,2015-07-31T16:43:05,41153804,552997632,13991,-46.53,5,-65.88,62.19,8.00,5.8
374,2015-07-31T16:43:05,55399046,574996992,4880,-84.36,1,-73.90,62.15,8.00,7.2
374,2015-07-31T16:43:05,58366981,577581312,15529,-101.14,4,-77.57,71.00,8.00,6.1
374,2015-07-31T16:43:05,27354086,577580672,9317,-81.38,3,-62.63,65.21,8.00,4.4
374,2015-07-31T16:43:05,4478321,586251904,4880,-89.9,1,-73.90,62.15,8.00,4.3
374,2015-07-31T16:43:05,19973506,589866048,9761,-95.85,1,-102.89,95.06,8.00,5.4
374,2015-07-31T16:43:05,57986540,589863616,4880,-72.89,1,-93.00,80.56,8.00,5.2
374,2015-07-31T16:43:05,22376609,596320768,4880,-77.92,1,-95.31,6.00,8.00,7
374,2015-07-31T16:43:05,56020733,599995904,4880,-80.68,1,-73.90,62.15,8.00,7.8
375,2015-07-31T16:43:05,4111211,500011008,18546,-99.42,1,-73.90,62.15,8.00,2.4
375,2015-07-31T16:43:05,10566841,500009536,9761,-80.92,1,-73.90,62.15,8.00,3.5
375,2015-07-31T16:43:05,41824285,500012960,4880,-85.82,1,-73.90,62.15,8.00,0.2
375,2015-07-31T16:43:05,49508310,503847968,13581,-95.48,4,-69.59,72.39,8.00,4.7
375,2015-07-31T16:43:05,108048,528429728,14642,-88.46,3,-89.37,71.20,8.00,6.7
375,2015-07-31T16:43:05,66502754,539807232,4880,-98.46,1,-73.90,62.15,8.00,4.9
375,2015-07-31T16:43:05,6590935,539870656,9761,-80.79,2,-83.78,36.24,8.00,3.4
375,2015-07-31T16:43:05,30136159,539935360,14642,-45.75,2,-81.35,42.60,8.00,0.8
375,2015-07-31T16:43:05,26366415,539999680,13248,-66,2,-76.28,55.90,8.00,1.4
375,2015-07-31T16:43:05,64847492,540062464,14642,-93.45,2,-80.67,44.39,8.00,1.6
375,2015-07-31T16:43:05,63382935,540127872,11713,-47.35,2,-83.32,37.45,8.00,1.9
375,2015-07-31T16:43:05,54718731,540188864,4880,-94.72,1,-78.18,50.92,8.00,0.1
375,2015-07-31T16:43:05,41153804,552997120,14947,-62.24,1,-67.97,60.75,8.00,9.4
375,2015-07-31T16:43:05,55399046,574996992,4880,-63.34,1,-73.90,62.15,8.00,4.4
375,2015-07-31T16:43:05,58366981,577581312,15529,-104.04,4,-77.57,71.00,8.00,3.7
375,2015-07-31T16:43:05,27354086,577580416,9386,-99.49,4,-71.31,69.95,8.00,6.7
375,2015-07-31T16:43:05,4478321,586251904,4880,-59.33,1,-73.90,62.15,8.00,2.1
375,2015-07-31T16:43:05,19973506,589866048,9761,-87.39,1,-102.89,95.06,8.00,0.3
375,2015-07-31T16:43:05,57986540,589863616,4880,-91.82,1,-93.00,80.56,8.00,4.3
375,2015-07-31T16:43:05,22376609,596320768,4880,-71.21,1,-95.31,6.00,8.00,2.8
375,2015-07-31T16:43:05,56020733,599995904,4880,-80.26,1,-73.90,62.15,8.00,8.7
376,2015-07-31T16:43:05,4111211,500011008,18546,-55.54,1,-73.90,62.15,8.00,7.1
376,2015-07-31T16:43:05,10566841,500008576,9761,-102.97,1,-73.90,62.15,8.00,2.7
376,2015-07-31T16:43:05,41824285,500012960,4880,-59.59,1,-73.90,62.15,8.00,2.3
376,2015-07-31T16:43:05,49508310,503847968,12732,-45,4,-69.38,68.65,8.00,3.3
376,2015-07-31T16:43:05,108048,528430016,14642,-100.55,3,-89.14,71.71,8.00,6
376,2015-07-31T16:43:05,66502754,539807232,4880,-85.11,1,-73.90,62.15,8.00,1.3
376,2015-07-31T16:43:05,6590935,539870656,9761,-89.08,2,-83.35,37.36,8.00,7.1
376,2015-07-31T16:43:05,30136159,539935360,14642,-63.97,2,-81.47,42.31,8.00,1.8
376,2015-07-31T16:43:05,26366415,539999168,13015,-59.03,1,-75.18,58.80,8.00,3.7
376,2015-07-31T16:43:05,64847492,540062464,14642,-83.93,2,-80.66,44.41,8.00,2.1
376,2015-07-31T16:43:05,63382935,540127616,10737,-57.6,2,-82.68,39.12,8.00,0.5
376,2015-07-31T16:43:05,54718731,540188864,4880,-35.51,1,-78.18,50.92,8.00,5.3
376,2015-07-31T16:43:05,41153804,552997312,15412,-72.85,4,-63.35,64.88,8.00,5.8
376,2015-07-31T16:43:05,55399046,574996992,4880,-36.43,1,-73.90,62.15,8.00,0.9
376,2015-07-31T16:43:05,58366981,577581440,16501,-37.34,4,-78.46,72.62,8.00,0.5
376,2015-07-31T16:43:05,27354086,577580416,9386,-86.68,4,-71.31,69.95,8.00,2.5
376,2015-07-31T16:43:05,4478321,586251904,4880,-104.93,1,-73.90,62.15,8.00,3.9
376,2015-07-31T16:43:05,19973506,589866048,9761,-51.8,1,-102.89,95.06,8.00,4.5
376,2015-07-31T16:43:05,57986540,589863616,4880,-76.93,1,-93.00,80.56,8.00,7.4
376,2015-07-31T16:43:05,22376609,596320768,4880,-59.01,1,-95.31,6.00,8.00,3.3
376,2015-07-31T16:43:05,56020733,599995904,4880,-80.45,1,-73.90,62.15,8.00,6.1
377,2015-07-31T16:43:05,4111211,500011008,18546,-58.69,1,-73.90,62.15,8.00,4.3
377,2015-07-31T16:43:05,10566841,500008576,9761,-54.75,1,-73.90,62.15,8.00,7.2
377,2015-07-31T16:43:05,41824285,500012960,4880,-61.63,1,-73.90,62.15,8.00,0.7
377,2015-07-31T16:43:05,49508310,503848064,13793,-54.18,5,-71.48,69.87,8.00,3.1
377,2015-07-31T16:43:05,108048,528430144,14642,-69.09,2,-88.42,70.66,8.00,1.2
377,2015-07-31T16:43:05,66502754,539807232,4880,-59.74,1,-73.90,62.15,8.00,1.6
377,2015-07-31T16:43:05,6590935,539870656,9761,-90.41,2,-83.13,37.95,8.00,6.2
377,2015-07-31T16:43:05,30136159,539935360,14642,-73.77,2,-81.22,42.95,8.00,1.7
377,2015-07-31T16:43:05,26366415,539999616,12202,-95.56,1,-75.18,58.80,8.00,0.1
377,2015-07-31T16:43:05,64847492,540062464,14642,-70.6,2,-80.57,44.67,8.00,3.2
377,2015-07-31T16:43:05,63382935,540127616,10737,-90.69,2,-82.70,39.06,8.00,5.3
377,2015-07-31T16:43:05,54718731,540188864,4880,-87.74,1,-78.18,50.92,8.00,0.3
377,2015-07-31T16:43:05,41153804,552997312,13596,-79.85,1,-66.88,68.42,8.00,1
377,2015-07-31T16:43:05,55399046,574996992,4880,-71.59,1,-73.90,62.15,8.00,8.6
377,2015-07-31T16:43:05,58366981,577581568,15571,-55.27,4,-79.88,73.16,8.00,0.9
377,2015-07-31T16:43:05,27354086,577580416,9386,-87.53,4,-71.31,69.95,8.00,4.1
377,2015-07-31T16:43:05,4478321,586251904,4880,-99.48,1,-73.90,62.15,8.00,1.7
377,2015-07-31T16:43:05,19973506,589866048,9761,-79.96,1,-102.89,95.06,8.00,3.8
377,2015-07-31T16:43:05,57986540,589863616,4880,-89.97,1,-93.00,80.56,8.00,4.3
377,2015-07-31T16:43:05,22376609,596320768,4880,-59.34,1,-95.31,6.00,8.00,2.3
377,2015-07-31T16:43:05,56020733,599995904,4880,-103.87,1,-73.90,62.15,8.00,2.9
378,2015-07-31T16:43:05,4111211,500011488,19522,-95.56,1,-73.90,62.15,8.00,9.3
378,2015-07-31T16:43:05,10566841,500008576,9761,-81,1,-73.90,62.15,8.00,1.5
378,2015-07-31T16:43:05,41824285,500012960,4880,-54.67,1,-73.90,62.15,8.00,5.6
378,2015-07-31T16:43:05,49508310,503848192,13793,-55.8,5,-73.61,69.82,8.00,6.4
378,2015-07-31T16:43:05,108048,528430304,14642,-64.85,2,-87.69,69.98,8.00,0.1
378,2015-07-31T16:43:05,66502754,539807232,4880,-94.96,1,-73.90,62.15,8.00,4.8
378,2015-07-31T16:43:05,6590935,539870656,9761,-77.01,2,-82.95,38.41,8.00,6.3
378,2015-07-31T16:43:05,30136159,539935360,14642,-68.28,2,-80.93,43.73,8.00,5
378,2015-07-31T16:43:05,26366415,539999168,13015,-93.63,1,-75.18,58.80,8.00,3.7
378,2015-07-31T16:43:05,64847492,540062464,14642,-56.85,2,-80.74,44.21,8.00,5.6
378,2015-07-31T16:43:05,63382935,540127424,10738,-83.95,2,-83.26,37.61,8.00,7
378,2015-07-31T16:43:05,54718731,540188864,4880,-78.68,1,-78.18,50.92,8.00,3.8
378,2015-07-31T16:43:05,41153804,552997120,13666,-78.81,5,-65.78,64.73,8.00,4.2
378,2015-07-31T16:43:05,55399046,574996992,4880,-55.75,1,-73.90,62.15,8.00,6.3
378,2015-07-31T16:43:05,58366981,577581568,15571,-97.35,4,-79.88,73.16,8.00,5.2
378,2015-07-31T16:43:05,27354086,577581184,9386,-61.87,1,-70.82,69.76,8.00,5.4
378,2015-07-31T16:43:05,4478321,586251904,4880,-78.39,1,-73.90,62.15,8.00,6.7
378,2015-07-31T16:43:05,19973506,589866048,9761,-71.9,1,-102.89,95.06,8.00,6.2
378,2015-07-31T16:43:05,57986540,589863616,4880,-59.32,1,-93.00,80.56,8.00,2.1
378,2015-07-31T16:43:05,22376609,596320768,4880,-57.25,1,-95.31,6.00,8.00,5.5
378,2015-07-31T16:43:05,56020733,599995904,4880,-57.83,1,-73.90,62.15,8.00,2.2
379,2015-07-31T16:43:05,4111211,500011488,19522,-84.59,1,-73.90,62.15,8.00,5.4
379,2015-07-31T16:43:05,10566841,500008576,9761,-83.18,1,-73.90,62.15,8.00,5
379,2015-07-31T16:43:05,41824285,500010016,4880,-80.68,1,-73.90,62.15,8.00,2.6
379,2015-07-31T16:43:05,49508310,503848160,13755,-98.88,4,-73.44,70.62,8.00,5.7
379,2015-07-31T16:43:05,108048,528430464,14642,-58.87,4,-89.41,71.66,8.00,2
379,2015-07-31T16:43:05,66502754,539807232,4880,-67.75,1,-73.90,62.15,8.00,6.6
379,2015-07-31T16:43:05,6590935,539870656,9761,-77.63,2,-83.36,37.35,8.00,5.6
379,2015-07-31T16:43:05,30136159,539935360,14642,-65.38,2,-80.58,44.62,8.00,0.9
379,2015-07-31T16:43:05,26366415,539999296,13945,-92.49,2,-76.20,56.13,8.00,4.2
379,2015-07-31T16:43:05,64847492,540062464,14642,-101.02,2,-81.03,43.46,8.00,6.1
379,2015-07-31T16:43:05,63382935,540127424,11714,-78.28,2,-84.29,34.91,8.00,2.7
379,2015-07-31T16:43:05,54718731,540188864,4880,-89.74,1,-78.18,50.92,8.00,2.8
379,2015-07-31T16:43:05,41153804,552997696,14386,-102.56,5,-63.90,64.19,8.00,1.3
379,2015-07-31T16:43:05,55399046,574996992,4880,-101.3,1,-73.90,62.15,8.00,4.1
379,2015-07-31T16:43:05,58366981,577581248,15572,-86.19,4,-79.27,74.93,8.00,2.6
379,2015-07-31T16:43:05,27354086,577581184,9386,-97.87,1,-70.82,69.76,8.00,0.8
379,2015-07-31T16:43:05,4478321,586251904,4880,-75.38,1,-73.90,62.15,8.00,5.7
379,2015-07-31T16:43:05,19973506,589866048,9761,-90.61,1,-102.89,95.06,8.00,5.6
379,2015-07-31T16:43:05,57986540,589863616,4880,-75.44,1,-93.00,80.56,8.00,6.9
379,2015-07-31T16:43:05,22376609,596320768,4880,-79.01,1,-95.31,6.00,8.00,1.7
379,2015-07-31T16:43:05,56020733,599995904,4880,-81.41,1,-73.90,62.15,8.00,3.2
380,2015-07-31T16:43:06,4111211,500011488,19522,-81.14,1,-73.90,62.15,8.00,4.3
380,2015-07-31T16:43:06,10566841,500008576,9761,-31.87,1,-73.90,62.15,8.00,3
380,2015-07-31T16:43:06,41824285,500009056,4880,-79.7,1,-73.90,62.15,8.00,3.3
380,2015-07-31T16:43:06,49508310,503848256,12867,-94,4,-70.87,66.03,8.00,5.7
380,2015-07-31T16:43:06,108048,528431360,14642,-71.47,3,-87.51,70.53,8.00,2.8
380,2015-07-31T16:43:06,66502754,539807232,4880,-91.85,1,-73.90,62.15,8.00,0.7
380,2015-07-31T16:43:06,6590935,539870656,9761,-88.09,2,-82.93,38.48,8.00,8.3
380,2015-07-31T16:43:06,30136159,539935360,14642,-69.14,2,-81.08,43.31,8.00,4.8
380,2015-07-31T16:43:06,26366415,539999168,13015,-94.03,1,-75.30,58.47,8.00,1
380,2015-07-31T16:43:06,64847492,540062208,14642,-60.04,2,-81.73,41.62,8.00,7.5
380,2015-07-31T16:43:06,63382935,540127168,10737,-101.86,2,-83.97,35.74,8.00,3.4
380,2015-07-31T16:43:06,54718731,540188864,4880,-68.78,1,-78.18,50.92,8.00,2.4
380,2015-07-31T16:43:06,41153804,552997824,14385,-59.78,4,-64.82,63.64,8.00,1.8
380,2015-07-31T16:43:06,55399046,574996992,4880,-62.76,1,-73.90,62.15,8.00,9.8
380,2015-07-31T16:43:06,58366981,577581056,16439,-82.36,3,-80.95,79.88,8.00,3.5
380,2015-07-31T16:43:06,27354086,577581184,9386,-96.74,1,-70.82,69.76,8.00,1.6
380,2015-07-31T16:43:06,4478321,586251904,4880,-92.32,1,-73.90,62.15,8.00,6.1
380,2015-07-31T16:43:06,19973506,589866048,9761,-85.71,1,-102.89,95.06,8.00,2.8
380,2015-07-31T16:43:06,57986540,589863616,4880,-85.45,1,-93.00,80.56,8.00,2.5
380,2015-07-31T16:43:06,22376609,596320768,4880,-58.29,1,-95.31,6.00,8.00,2.7
380,2015-07-31T16:43:06,56020733,599995904,4880,-98.85,1,-73.90,62.15,8.00,6.4
381,2015-07-31T16:43:06,4111211,500011488,19522,-35.45,1,-73.90,62.15,8.00,4.2
381,2015-07-31T16:43:06,10566841,500008576,9761,-73.57,1,-73.90,62.15,8.00,7.6
381,2015-07-31T16:43:06,41824285,500009056,4880,-57.84,1,-73.90,62.15,8.00,6.6
381,2015-07-31T16:43:06,49508310,503848384,13755,-70.35,4,-72.68,67.58,8.00,6.8
381,2015-07-31T16:43:06,108048,528431168,14642,-93.1,3,-87.66,70.53,8.00,0.4
381,2015-07-31T16:43:06,66502754,539807232,4880,-104.2,1,-73.90,62.15,8.00,0.8
381,2015-07-31T16:43:06,6590935,539870656,9761,-80.97,2,-82.93,38.48,8.00,1.6
381,2015-07-31T16:43:06,30136159,539935360,14642,-60.87,2,-81.18,43.06,8.00,6.5
381,2015-07-31T16:43:06,26366415,539999168,13015,-63.99,1,-75.30,58.47,8.00,3.5
381,2015-07-31T16:43:06,64847492,540062208,14642,-59.61,2,-81.94,41.07,8.00,0.3
381,2015-07-31T16:43:06,63382935,540127168,10737,-87.79,2,-84.01,35.63,8.00,0.2
381,2015-07-31T16:43:06,54718731,540187904,4880,-97,1,-73.90,62.15,8.00,3.5
381,2015-07-31T16:43:06,41153804,552997568,14385,-99.2,4,-63.01,65.21,8.00,1.1
381,2015-07-31T16:43:06,55399046,574996992,4880,-83.46,1,-73.90,62.15,8.00,0.1
381,2015-07-31T16:43:06,58366981,577580800,16439,-50.14,4,-81.58,79.59,8.00,0.6
381,2015-07-31T16:43:06,27354086,577581184,9386,-43.34,1,-70.82,69.76,8.00,1.6
381,2015-07-31T16:43:06,4478321,586251904,4880,-74.94,1,-73.90,62.15,8.00,5.3
381,2015-07-31T16:43:06,19973506,589866048,9761,-70.14,1,-102.89,95.06,8.00,3.6
381,2015-07-31T16:43:06,57986540,589863616,4880,-88.68,1,-91.02,77.66,8.00,7.3
381,2015-07-31T16:43:06,22376609,596320768,4880,-60.12,1,-95.31,6.00,8.00,3.3
381,2015-07-31T16:43:06,56020733,599995904,4880,-93.52,1,-73.90,62.15,8.00,2.8
382,2015-07-31T16:43:06,4111211,500011488,19522,-87.3,1,-73.90,62.15,8.00,5.6
382,2015-07-31T16:43:06,10566841,500010528,9761,-97.28,1,-73.90,62.15,8.00,7.5
382,2015-07-31T16:43:06,41824285,500009056,4880,-92.32,1,-73.90,62.15,8.00,6.5
382,2015-07-31T16:43:06,49508310,503848256,13712,-48.89,4,-73.50,69.55,8.00,3.3
382,2015-07-31T16:43:06,108048,528430784,14642,-39.64,4,-88.89,71.86,8.00,1.8
382,2015-07-31T16:43:06,66502754,539807232,4880,-89.75,1,-73.90,62.15,8.00,4.4
382,2015-07-31T16:43:06,6590935,539870656,9761,-89.78,2,-83.28,37.54,8.00,1.2
382,2015-07-31T16:43:06,30136159,539935360,14642,-88.74,2,-81.38,42.54,8.00,4.1
382,2015-07-31T16:43:06,26366415,539998784,13829,-71.73,1,-75.30,58.47,8.00,2
